Strand,Pillar,Domain,Skill Area,Skill Set,Skill Subset,Skill Subset Annotation
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,Using External Resources,Contextual Understanding,,Examples: Using Reference Books — The ability to use reference materials to gain background and contextual knowledge related to the text.; Identify Missing Background Knowledge — The ability to identify gaps in background knowledge that impede comprehension.; Select Best‑fit Background Resource — The ability to select the most useful background resource for the gap.
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,Using External Resources,Resource Selection,,"Examples: Select Appropriate External Resources — The ability to select appropriate external resources (reference books, explainers) to resolve confusion.; Match Resource to Need — The ability to match resource type (glossary, explainer, video) to the need.; Evaluate Utility After Use — The ability to evaluate whether the resource resolved the need."
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,Using External Resources,Vocabulary Expansion,,"Examples: Consulting Thesauruses and Glossaries — The practice of using thesauruses and glossaries to find synonyms, antonyms, and definitions, thereby expanding vocabulary.; Looking Up Unknown Words — The skill of using dictionaries to understand unfamiliar vocabulary encountered in a text."
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,Utilizing Study Guides and Summaries,Creating Study Guides,,Examples: Discussing Summarized Texts — The skill of engaging with others in study groups to discuss text summaries and deepen understanding.; Reading and Creating Study Guides — The ability to use and develop study guides to simplify and comprehend challenging texts.; Using Summaries to Recap — The practice of reviewing summaries to reinforce the key ideas of the text.
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,Utilizing Study Guides and Summaries,Selecting Quality Summaries,,Examples: Select and Vet Study Guides — The ability to select and vet high-quality summaries and guides aligned with the text.; Assess Completeness of Summary — The ability to assess if summary covers main ideas and key details.; Check Alignment to Purpose — The ability to check that the summary aligns with your purpose.
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Active Reading Techniques,,Examples: Annotating Vocabulary — The practice of marking and defining unfamiliar words to build vocabulary.; Connecting Ideas — The skill of linking related concepts and themes within the text.; Highlighting Key Points — The skill of identifying and emphasizing important information in the text.; Tracking Themes — The ability to identify and follow recurring themes and motifs throughout the text.; Writing Margin Notes — The ability to jot down notes and thoughts in the margins of the text.
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Clarification Techniques,,"Examples: Re-reading Passages — The practice of re-reading difficult sections to improve understanding.; Seeking Help — The skill of using dictionaries, reference books, and other resources to clarify confusing parts of the text.; Using Context Clues — The ability to infer the meaning of unfamiliar words based on surrounding text."
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Generating Questions,,"Examples: Asking Questions — The ability to pose questions to clarify confusing parts of the text.; Formulating Questions — The skill of creating questions that require thoughtful, detailed responses."
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Monitoring Comprehension,,Examples: Reflecting on Annotations — The skill of revisiting annotations to enhance comprehension and retain information.; Self-Checking — The practice of regularly reviewing one's understanding to ensure comprehension.; Using Sticky Notes — The ability to use sticky notes to mark key points and jot down thoughts while reading.
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Summarizing and Paraphrasing,,"Examples: Summarizing Paragraphs — The ability to condense paragraphs into concise summaries, capturing essential points.; Writing Brief Summaries — The practice of summarizing sections of text to reinforce comprehension."
Active Self-Regulation,Strategy Use,Reading Comprehension Strategies,While-Reading Strategies,Visualizing and Imagery,,Examples: Creating Mental Images — The ability to form vivid mental pictures to enhance comprehension.; Drawing Diagrams — The practice of illustrating concepts and ideas to better understand the text.
Active Self-Regulation,Strategy Use,Study and Note-taking Strategies,Note Organization,Concept Mapping,,Examples: Create Concept Maps — The ability to construct concept maps to represent relationships among ideas.; Map Concepts and Links — The ability to diagram key concepts and their links.; Refine Map Iteratively — The ability to iteratively refine concept maps after rereads.
Active Self-Regulation,Strategy Use,Study and Note-taking Strategies,Note Organization,Structured Formats,,Examples: Use Cornell and Outline Notes — The ability to organize notes using structured formats such as Cornell and outline methods.; Use Cornell Summaries — The ability to write Cornell section summaries and questions.; Outline Key Arguments — The ability to outline key arguments and evidence.
